episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/policy_team1_/learner_stats/allreduce_latency,info/learner/policy_team1_/learner_stats/cur_kl_coeff,info/learner/policy_team1_/learner_stats/cur_lr,info/learner/policy_team1_/learner_stats/total_loss,info/learner/policy_team1_/learner_stats/policy_loss,info/learner/policy_team1_/learner_stats/vf_loss,info/learner/policy_team1_/learner_stats/vf_explained_var,info/learner/policy_team1_/learner_stats/kl,info/learner/policy_team1_/learner_stats/entropy,info/learner/policy_team1_/learner_stats/entropy_coeff,info/learner/policy_team2_/learner_stats/allreduce_latency,info/learner/policy_team2_/learner_stats/cur_kl_coeff,info/learner/policy_team2_/learner_stats/cur_lr,info/learner/policy_team2_/learner_stats/total_loss,info/learner/policy_team2_/learner_stats/policy_loss,info/learner/policy_team2_/learner_stats/vf_loss,info/learner/policy_team2_/learner_stats/vf_explained_var,info/learner/policy_team2_/learner_stats/kl,info/learner/policy_team2_/learner_stats/entropy,info/learner/policy_team2_/learner_stats/entropy_coeff
0.0,-3.0,-2.76,151.0,0,5,4200,0,4175,False,25,21,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-08,1688371148,3.4923453330993652,74.93198609352112,13722,Hieu-Desktop,172.18.170.77,74.93198609352112,0,21,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3592.577,55.67,0.296,675520.052,347.314,575.848,16.987,4200,4175,4200,4175,10.219999999999999,14.8,0.0,1.9073486328125e-07,0.0005,-0.019727762416005136,-0.0036155720008537173,0.011196577548980713,0.31983194351196287,0.0015570324845612048,2.7308758735656737,0.01,0.0,1.9073486328125e-07,0.0005,-0.016657214239239694,-0.0020817327545955776,0.012470305804163218,0.20753111839294433,0.0015107356943190099,2.7045783042907714,0.01
0.0,-3.0,-2.76,151.0,0,5,4400,0,4375,False,25,22,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-11,1688371151,3.6060545444488525,78.53804063796997,13722,Hieu-Desktop,172.18.170.77,78.53804063796997,0,22,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3565.861,56.087,0.296,676337.015,347.136,576.143,17.198,4400,4375,4400,4375,13.3,15.1,0.0,9.5367431640625e-08,0.0005,-0.0332989227026701,-0.012743778503499925,0.006811927864328026,0.07075896263122558,0.0011482100468128919,2.7367074489593506,0.01,0.0,9.5367431640625e-08,0.0005,-0.013586107455193997,0.004735477757640183,0.008643523138016463,0.11185313463211059,0.0011741266178432852,2.6965105533599854,0.01
0.0,-3.0,-2.7,151.0,5,5,4600,0,4575,False,30,23,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-15,1688371155,3.5546529293060303,82.092693567276,13722,Hieu-Desktop,172.18.170.77,82.092693567276,0,23,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3574.523,55.952,0.296,676064.475,347.418,575.675,17.331,4600,4575,4600,4575,9.94,15.0,0.0,4.76837158203125e-08,0.0005,55.04511337280273,-0.002494506095536053,55.07509231567383,0.00027647018432617185,0.0015963126090355218,2.74859356880188,0.01,0.0,4.76837158203125e-08,0.0005,73.34873657226562,-0.014949445566162466,73.39066772460937,0.0002241849899291992,0.000950626574922353,2.697981071472168,0.01
0.0,-3.0,-2.7,151.0,0,5,4800,0,4775,False,30,24,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-18,1688371158,3.4928858280181885,85.58557939529419,13722,Hieu-Desktop,172.18.170.77,85.58557939529419,0,24,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3567.808,56.057,0.295,678689.968,347.561,575.438,17.322,4800,4775,4800,4775,9.74,15.2,0.0,2.384185791015625e-08,0.0005,-0.007251773331518052,0.0008942251442931592,0.01941615343093872,0.08266911506652833,0.000705699494574219,2.7562145233154296,0.01,0.0,2.384185791015625e-08,0.0005,-0.019800812378525733,-0.016842619329690934,0.024046923127025367,0.032373249530792236,0.0014601509785279632,2.7005122184753416,0.01
0.0,-3.0,-2.7,151.0,0,5,5000,0,4975,False,30,25,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-22,1688371162,3.358177900314331,88.94375729560852,13722,Hieu-Desktop,172.18.170.77,88.94375729560852,0,25,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3549.207,56.351,0.316,633102.491,345.877,578.241,17.325,5000,4975,5000,4975,10.3,15.34,0.0,1.1920928955078126e-08,0.0005,-0.0263102725148201,-0.01193580199033022,0.013198078982532025,0.02624964714050293,0.0005975545907858759,2.7572553157806396,0.01,0.0,1.1920928955078126e-08,0.0005,-0.016143490560352802,-0.004536348639521748,0.015491206012666226,0.05669996738433838,0.001226883544586599,2.7098355293273926,0.01
0.0,-3.0,-2.7,151.0,0,5,5200,0,5175,False,30,26,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-25,1688371165,3.5114524364471436,92.45520973205566,13722,Hieu-Desktop,172.18.170.77,92.45520973205566,0,26,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3550.103,56.336,0.317,630106.512,344.849,579.963,17.35,5200,5175,5200,5175,9.9,15.52,0.0,5.960464477539063e-09,0.0005,-0.017888600751757622,-0.0009549647314997855,0.010630368813872337,0.03138004541397095,0.0008605318260379135,2.756400632858276,0.01,0.0,5.960464477539063e-09,0.0005,-0.023238831385970115,-0.007145094126462937,0.011016266513615846,-0.0064839601516723635,0.0007631554966792464,2.7110012054443358,0.01
0.0,-3.0,-2.657142857142857,151.0,5,5,5400,0,5375,False,35,27,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-29,1688371169,3.5823681354522705,96.03757786750793,13722,Hieu-Desktop,172.18.170.77,96.03757786750793,0,27,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3555.837,56.246,0.318,628501.386,343.898,581.568,17.45,5400,5375,5400,5375,9.66,15.719999999999999,0.0,2.9802322387695314e-09,0.0005,29.44345893859863,-0.006930116517469287,29.477843856811525,5.706548690795898e-05,0.000693982612574473,2.7453532218933105,0.01,0.0,2.9802322387695314e-09,0.0005,35.525228881835936,-0.0004673185758292675,35.552728271484376,8.33272933959961e-06,0.0009439556684810668,2.7030567646026613,0.01
0.0,-3.0,-2.657142857142857,151.0,0,5,5600,0,5575,False,35,28,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-32,1688371172,3.4795167446136475,99.51709461212158,13722,Hieu-Desktop,172.18.170.77,99.51709461212158,0,28,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3557.957,56.212,0.321,622115.693,344.582,580.413,17.325,5600,5575,5600,5575,10.040000000000001,15.820000000000002,0.0,1.4901161193847657e-09,0.0005,-0.024575838074088096,-0.011075793298368808,0.013767356891185046,0.021190571784973144,0.0011566593719180673,2.7267407894134523,0.01,0.0,1.4901161193847657e-09,0.0005,-0.019670719280838966,-0.007219931308645755,0.014518319629132748,0.030551886558532713,0.0008738008269574493,2.6969108104705812,0.01
0.0,-3.0,-2.657142857142857,151.0,0,5,5800,0,5775,False,35,29,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-36,1688371176,3.4113030433654785,102.92839765548706,13722,Hieu-Desktop,172.18.170.77,102.92839765548706,0,29,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3544.766,56.421,0.342,584246.274,343.027,583.044,17.07,5800,5775,5800,5775,9.7,16.02,0.0,7.450580596923829e-10,0.0005,-0.02187899872660637,-0.005450665892567486,0.010434579383581877,0.043626594543457034,0.0021658044890500603,2.686290979385376,0.01,0.0,7.450580596923829e-10,0.0005,-0.018854955956339837,-0.004452459279445975,0.012485405430197716,-0.0016721010208129883,0.0007971081271534785,2.688790273666382,0.01
0.0,-3.0,-2.657142857142857,151.0,0,5,6000,0,5975,False,35,30,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-39,1688371179,3.493366241455078,106.42176389694214,13722,Hieu-Desktop,172.18.170.77,106.42176389694214,0,30,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3535.258,56.573,0.323,619771.555,342.951,583.173,17.077,6000,5975,6000,5975,9.82,16.12,0.0,3.7252902984619143e-10,0.0005,-0.031840288639068605,-0.013931542355567216,0.008558083698153496,-0.024265456199645995,0.002090683457208797,2.646683120727539,0.01,0.0,3.7252902984619143e-10,0.0005,-0.015904697030782698,-0.0007416916079819203,0.011692491918802261,0.006852662563323975,0.0007918717339634896,2.685549783706665,0.01
0.0,-3.0,-2.7,151.0,5,5,6200,0,6175,False,40,31,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-43,1688371183,3.534780502319336,109.95654439926147,13722,Hieu-Desktop,172.18.170.77,109.95654439926147,0,31,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3541.902,56.467,0.308,648821.1,341.121,586.303,16.657,6200,6175,6200,6175,9.72,16.32,0.0,1.8626451492309571e-10,0.0005,13.14242172241211,-0.009182570222765207,13.177398300170898,0.00012944936752319337,0.0029137056088075044,2.579371786117554,0.01,0.0,1.8626451492309571e-10,0.0005,12.790924453735352,-0.0035055493470281364,12.821249198913574,4.3773651123046874e-05,0.000561573271988891,2.6819597721099853,0.01
0.0,-3.0,-2.7,151.0,0,5,6400,0,6375,False,40,32,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-47,1688371187,3.486215353012085,113.44275975227356,13722,Hieu-Desktop,172.18.170.77,113.44275975227356,0,32,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3528.464,56.682,0.308,649725.66,341.089,586.358,16.687,6400,6375,6400,6375,9.200000000000001,16.419999999999998,0.0,9.313225746154786e-11,0.0005,-0.024039046093821525,-0.004464821144938469,0.005760309658944607,0.028902339935302734,0.001434728945605457,2.5334537506103514,0.01,0.0,9.313225746154786e-11,0.0005,-0.041742493957281114,-0.024314253963530062,0.009194511733949185,0.01133652925491333,0.0014104376838076859,2.6622750759124756,0.01
0.0,-3.0,-2.7,151.0,0,5,6600,0,6575,False,40,33,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-50,1688371190,3.405379056930542,116.8481388092041,13722,Hieu-Desktop,172.18.170.77,116.8481388092041,0,33,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3513.757,56.919,0.308,649725.66,339.82,588.547,16.545,6600,6575,6600,6575,9.5,16.6,0.0,4.656612873077393e-11,0.0005,-0.018463046848773958,0.00022611648309975863,0.006589742284268141,0.0005868077278137207,0.0006013128033373505,2.5278908729553224,0.01,0.0,4.656612873077393e-11,0.0005,-0.029852917417883873,-0.012144234124571085,0.008556069992482662,0.028482043743133546,0.0019910219591110943,2.626475381851196,0.01
0.0,-3.0,-2.6666666666666665,151.0,5,5,6800,0,6795,False,45,34,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-54,1688371194,3.559528350830078,120.40766716003418,13722,Hieu-Desktop,172.18.170.77,120.40766716003418,0,34,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3515.795,56.886,0.31,645525.818,342.617,583.742,16.74,6800,6795,6800,6795,10.166666666666666,16.816666666666666,0.0,2.3283064365386964e-11,0.0005,20.40601692199707,-0.006407622591359541,20.43764877319336,0.0003098130226135254,0.0007749578449875117,2.522432565689087,0.01,0.0,2.3283064365386964e-11,0.0005,17.445323944091797,-0.0002330027869902551,17.47171745300293,0.0001676201820373535,0.00091510996571742,2.6160820960998534,0.01
0.0,-3.0,-2.6666666666666665,151.0,0,5,7000,0,6975,False,45,35,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_14-59-57,1688371197,3.4824705123901367,123.89013767242432,13722,Hieu-Desktop,172.18.170.77,123.89013767242432,0,35,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3534.985,56.577,0.296,674705.059,339.845,588.503,16.794,7000,6975,7000,6975,9.86,17.0,0.0,1.1641532182693482e-11,0.0005,-0.03215659596025944,-0.00925137369777076,0.002476655296050012,0.025290322303771973,0.0010305319505278022,2.5381871700286864,0.01,0.0,1.1641532182693482e-11,0.0005,-0.02432601638138294,-0.00192779120446005,0.0036771743791177867,0.017792677879333495,0.0002136139574840712,2.6075398445129396,0.01
0.0,-3.0,-2.6666666666666665,151.0,0,5,7200,0,7175,False,45,36,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-00-01,1688371201,3.482970714569092,127.37310838699341,13722,Hieu-Desktop,172.18.170.77,127.37310838699341,0,36,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3527.661,56.695,0.305,656180.225,340.251,587.801,16.82,7200,7175,7200,7175,10.15,16.95,0.0,5.820766091346741e-12,0.0005,-0.015121925994753838,0.006819524709135294,0.0036924762651324274,0.005803334712982178,0.0018164103501476347,2.5633922576904298,0.01,0.0,5.820766091346741e-12,0.0005,-0.03073284886777401,-0.009479854456003523,0.0048537558875977995,0.024154794216156007,0.0004532717954134569,2.610675239562988,0.01
0.0,-3.0,-2.6666666666666665,151.0,0,5,7400,0,7375,False,45,37,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-00-04,1688371204,3.3992018699645996,130.772310256958,13722,Hieu-Desktop,172.18.170.77,130.772310256958,0,37,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3509.185,56.993,0.309,646819.955,340.665,587.088,16.791,7400,7375,7400,7375,9.48,17.2,0.0,2.9103830456733705e-12,0.0005,-0.027640331909060477,-0.005532642314210534,0.0036404221784323452,0.06647251844406128,0.0012799112882930785,2.574811553955078,0.01,0.0,2.9103830456733705e-12,0.0005,-0.02986009567975998,-0.009594902361277491,0.005807464011013508,0.0032580018043518065,0.001167029031785205,2.607265996932983,0.01
0.0,-3.0,-2.7,151.0,5,5,7600,0,7575,False,50,38,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-00-08,1688371208,3.4915554523468018,134.2638657093048,13722,Hieu-Desktop,172.18.170.77,134.2638657093048,0,38,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3511.35,56.958,0.306,654286.561,342.014,584.771,16.664,7600,7575,7600,7575,9.540000000000001,17.4,0.0,1.4551915228366853e-12,0.0005,52.480813598632814,-0.008809026831295341,52.5155647277832,0.00020720958709716797,0.0010590031335595996,2.5942811489105226,0.01,0.0,1.4551915228366853e-12,0.0005,52.81070251464844,-0.005898974183946848,52.84248733520508,0.00014592409133911132,0.001316856185439974,2.588427925109863,0.01
0.0,-3.0,-2.7,151.0,0,5,7800,0,7775,False,50,39,4eea3_00000,b6e9d7bd3e8c464e84a5c7d2cf6e579d,2023-07-03_15-00-11,1688371211,3.5142734050750732,137.77813911437988,13722,Hieu-Desktop,172.18.170.77,137.77813911437988,0,39,"[-3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, 0.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0]","[151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151, 151]",3520.982,56.802,0.285,702563.484,342.679,583.637,16.797,7800,7775,7800,7775,10.000000000000002,17.5,0.0,7.275957614183426e-13,0.0005,-0.0371397964656353,-0.013308933191001415,0.002415758976712823,0.022323918342590333,0.002408659947104752,2.624662160873413,0.01,0.0,7.275957614183426e-13,0.0005,-0.024376418069005014,-0.001987168565392494,0.0035195531556382774,-0.023143196105957033,0.0005856011091964319,2.590880870819092,0.01
